id,lat,long,source,timestamp
137015,23.0102649,120.2230791,AndroidDevice_867159020029456,2015-10-24 13:27:05
137019,23.0102649,120.2230791,AndroidDevice_867159020029456,2015-10-24 13:27:13
137046,23.0116504,120.2230865,AndroidDevice_867159020029456,2015-10-24 13:31:05
137117,23.012285,120.2226827,AndroidDevice_867159020029456,2015-10-24 13:37:12
137120,23.0119135,120.2229193,AndroidDevice_867159020029456,2015-10-24 13:37:20
137191,23.0119671,120.2225488,AndroidDevice_867159020029456,2015-10-24 13:43:05
137196,23.0119671,120.2225488,AndroidDevice_867159020029456,2015-10-24 13:43:13
137258,23.0119876,120.2229912,AndroidDevice_867159020029456,2015-10-24 13:47:05
137352,23.0119202,120.2210102,AndroidDevice_867159020029456,2015-10-24 13:55:05
137357,23.0119202,120.2210102,AndroidDevice_867159020029456,2015-10-24 13:55:13
137392,23.0124057,120.2220058,AndroidDevice_867159020029456,2015-10-24 13:58:18
137452,23.0124604,120.2220101,AndroidDevice_867159020029456,2015-10-24 14:03:05
137458,23.0124604,120.2220101,AndroidDevice_867159020029456,2015-10-24 14:03:13
137462,23.0124604,120.2220101,AndroidDevice_867159020029456,2015-10-24 14:03:21
137497,23.0121931,120.221973,AndroidDevice_867159020029456,2015-10-24 14:07:12
137536,23.0121117,120.221244,AndroidDevice_867159020029456,2015-10-24 14:10:19
137537,23.0121117,120.221244,AndroidDevice_867159020029456,2015-10-24 14:10:27
137538,23.0121117,120.221244,AndroidDevice_867159020029456,2015-10-24 14:10:36
137545,23.0118872,120.2229704,AndroidDevice_867159020029456,2015-10-24 14:11:05
137581,23.0118872,120.2229704,AndroidDevice_867159020029456,2015-10-24 14:14:18
137582,23.0121537,120.2213894,AndroidDevice_867159020029456,2015-10-24 14:14:26
137592,23.0121121,120.2213224,AndroidDevice_867159020029456,2015-10-24 14:15:07
137656,23.0131367,120.2219505,AndroidDevice_867159020029456,2015-10-24 14:19:17
137663,23.0124981,120.2212901,AndroidDevice_867159020029456,2015-10-24 14:19:25
137667,23.0124981,120.2212901,AndroidDevice_867159020029456,2015-10-24 14:19:34
137777,23.0124233,120.2229456,AndroidDevice_867159020029456,2015-10-24 14:27:04
137789,23.0124233,120.2229456,AndroidDevice_867159020029456,2015-10-24 14:27:12
137841,23.0118828,120.2229782,AndroidDevice_867159020029456,2015-10-24 14:31:08
137846,23.0118828,120.2229782,AndroidDevice_867159020029456,2015-10-24 14:31:16
137930,23.0118779,120.2229801,AndroidDevice_867159020029456,2015-10-24 14:37:11
137932,23.0118779,120.2229801,AndroidDevice_867159020029456,2015-10-24 14:37:20
137934,23.0118779,120.2229801,AndroidDevice_867159020029456,2015-10-24 14:37:28
137951,23.0119116,120.2229642,AndroidDevice_867159020029456,2015-10-24 14:39:05
138063,23.0122682,120.222933,AndroidDevice_867159020029456,2015-10-24 14:47:13
138067,23.0122682,120.222933,AndroidDevice_867159020029456,2015-10-24 14:47:21
138072,23.0122247,120.2228717,AndroidDevice_867159020029456,2015-10-24 14:47:30
138076,23.0122247,120.2228717,AndroidDevice_867159020029456,2015-10-24 14:47:38
138116,23.0121008,120.2229133,AndroidDevice_867159020029456,2015-10-24 14:51:12
138224,23.0040884,120.2252174,AndroidDevice_867159020029456,2015-10-24 14:59:05
138235,23.0040884,120.2252174,AndroidDevice_867159020029456,2015-10-24 14:59:15
138241,23.0040884,120.2252174,AndroidDevice_867159020029456,2015-10-24 14:59:24
138245,23.0040884,120.2252174,AndroidDevice_867159020029456,2015-10-24 14:59:32
138248,23.0040884,120.2252174,AndroidDevice_867159020029456,2015-10-24 14:59:40
138251,23.0040884,120.2252174,AndroidDevice_867159020029456,2015-10-24 14:59:48
138343,23.0049469,120.226372,AndroidDevice_867159020029456,2015-10-24 15:07:08
138349,23.0057319,120.2267609,AndroidDevice_867159020029456,2015-10-24 15:07:17
