id,lat,long,source,timestamp
154721,22.9754566667,120.202055,AndroidDevice_867159020029589,2015-10-27 09:11:09
154726,22.9754733333,120.201965,AndroidDevice_867159020029589,2015-10-27 09:11:24
154730,22.9755133333,120.2018083333,AndroidDevice_867159020029589,2015-10-27 09:11:41
154734,22.975455,120.2017083333,AndroidDevice_867159020029589,2015-10-27 09:11:51
154738,22.9754166667,120.2014116667,AndroidDevice_867159020029589,2015-10-27 09:12:01
154741,22.97539,120.2014866667,AndroidDevice_867159020029589,2015-10-27 09:12:11
154746,22.9753366667,120.201615,AndroidDevice_867159020029589,2015-10-27 09:12:21
154750,22.9754516667,120.2016383333,AndroidDevice_867159020029589,2015-10-27 09:12:31
154754,22.975465,120.201625,AndroidDevice_867159020029589,2015-10-27 09:12:41
154761,22.9754283333,120.2015833333,AndroidDevice_867159020029589,2015-10-27 09:13:01
154769,22.975435,120.2016266667,AndroidDevice_867159020029589,2015-10-27 09:13:11
154776,22.975505,120.201775,AndroidDevice_867159020029589,2015-10-27 09:13:21
154784,22.9755116667,120.2016716667,AndroidDevice_867159020029589,2015-10-27 09:13:31
154789,22.9752016667,120.20155,AndroidDevice_867159020029589,2015-10-27 09:13:41
154797,22.9750916667,120.2014233333,AndroidDevice_867159020029589,2015-10-27 09:13:51
154803,22.975165,120.2016783333,AndroidDevice_867159020029589,2015-10-27 09:14:01
154809,22.9751766667,120.2015266667,AndroidDevice_867159020029589,2015-10-27 09:14:11
154813,22.975315,120.201475,AndroidDevice_867159020029589,2015-10-27 09:14:21
154817,22.975195,120.201145,AndroidDevice_867159020029589,2015-10-27 09:14:31
154821,22.9750766667,120.20161,AndroidDevice_867159020029589,2015-10-27 09:14:41
154825,22.975185,120.2017416667,AndroidDevice_867159020029589,2015-10-27 09:14:51
154831,22.975235,120.2018883333,AndroidDevice_867159020029589,2015-10-27 09:15:03
154837,22.9752183333,120.202075,AndroidDevice_867159020029589,2015-10-27 09:15:21
154841,22.9750366667,120.2021966667,AndroidDevice_867159020029589,2015-10-27 09:15:31
154845,22.9754466667,120.2019633333,AndroidDevice_867159020029589,2015-10-27 09:15:41
154848,22.9754466667,120.2019633333,AndroidDevice_867159020029589,2015-10-27 09:15:51
154851,22.9754466667,120.2019633333,AndroidDevice_867159020029589,2015-10-27 09:16:01
154855,22.9735966667,120.202235,AndroidDevice_867159020029589,2015-10-27 09:16:12
154859,22.9735966667,120.202235,AndroidDevice_867159020029589,2015-10-27 09:16:21
154863,22.9735966667,120.202235,AndroidDevice_867159020029589,2015-10-27 09:16:31
